AssayId,BlockId,Size,RowSid,RowName,RowTarget,ColSid,ColName,ColTarget,RowIC50,ColIC50,RowConcs,ColConcs,RowConcUnit,ColConcUnit
1703,1,10,NCGC00164591-02,"Artemether","antimalarial agents",NCGC00164591-02,"Artemether","antimalarial agents",0.04936,0.010909,"0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0","0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0",uM,uM
1703,2,10,NCGC00164600-03,"Artesunate","antimalarial agents",NCGC00164600-03,"Artesunate","antimalarial agents",0.007893,0.001732,"0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0","0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0",uM,uM
1703,3,10,NCGC00095235-01,"Artenimol","Antimalarial agents; Inhibtion of heme crystallization, redox disruption, SERCA, etc",NCGC00095235-01,"Artenimol","Antimalarial agents; Inhibtion of heme crystallization, redox disruption, SERCA, etc",0.001237,0.001269,"0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,9.7625E-5,0.0",uM,uM
1703,4,10,NCGC00016627-04,"Lidoflazine","Ca channel blocker - benzhydryl class",NCGC00167490-02,"Lumefantrine","antimalarial agents",8.255718,0.015021,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0","0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0",uM,uM
1703,5,10,NCGC00015256-13,"Chloroquine","antimalarial agents",NCGC00167490-02,"Lumefantrine","antimalarial agents",0.156922,0.012625,"0.75,0.375,0.1875,0.09375,0.046875,0.0234375,0.01171875,0.005859375,0.00292975,0.0","0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0",uM,uM
1703,6,10,NCGC00345447-02,"3-Methyladenine","PI3K Inhibitor",NCGC00167490-02,"Lumefantrine","antimalarial agents",0.0,0.012241,"1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.0","0.05,0.025,0.0125,0.00625,0.003125,0.0015625,7.8125E-4,3.90625E-4,1.95375E-4,0.0",uM,uM
1703,7,10,NCGC00346484-01,"ZSTK-474","PI3K Inhibitor",NCGC00346681-01,"NVP-BGT226","PI3K Inhibitor",0.492323,0.002088,"0.75,0.375,0.1875,0.09375,0.046875,0.0234375,0.01171875,0.005859375,0.00292975,0.0","0.01,0.005,0.0025,0.00125,6.25E-4,3.125E-4,1.5625E-4,7.8125E-5,3.9125E-5,0.0",uM,uM
1703,8,10,NCGC00090753-05,"Azithromycin","50S Ribosomal Protein Inhibitors",NCGC00015256-13,"Chloroquine","antimalarial agents",4.42456,0.308917,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0","0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.0",uM,uM
1703,9,10,NCGC00013226-15,"Trifluoperazine hydrochloride","Nav1.4 (SkM1) Sodium Channel Blockers;Nav1.7 (PN1/hNE-Na) Sodium Channel Blockers",NCGC00015256-13,"Chloroquine","antimalarial agents",4.828163,0.284115,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0","0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.0",uM,uM
1703,10,10,NCGC00094047-03,"Ivermectin","Glutamate-gated chloride channel activator",NCGC00264109-01,"Decoquinate","Antiprotozoal agent",1.638056,0.007313,"10.0,5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0","0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,9.76625E-4,0.0",uM,uM
