ConcRow,ConcCol,ConcRowUnit,ConcColUnit,DrugRow,DrugCol,Response,BlockID,Row,Col
0.0,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,107.48251,1,1,1
0.00292975,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,105.00933,1,2,1
0.005859375,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,108.137474,1,3,1
0.01171875,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,106.74886,1,4,1
0.0234375,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,105.05005,1,5,1
0.046875,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,100.593254,1,6,1
0.09375,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,92.65097,1,7,1
0.1875,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,35.218487,1,8,1
0.375,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,6.184038,1,9,1
0.75,0.0,uM,uM,alvespimycinhydrochloride,tafenoquine,0.333431,1,10,1
0.0,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,104.9736,1,1,2
0.00292975,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,104.144745,1,2,2
0.005859375,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,105.55133,1,3,2
0.01171875,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,108.50835,1,4,2
0.0234375,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,104.056496,1,5,2
0.046875,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,100.59645,1,6,2
0.09375,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,87.9448,1,7,2
0.1875,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,35.78367,1,8,2
0.375,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,9.471024,1,9,2
0.75,0.00292975,uM,uM,alvespimycinhydrochloride,tafenoquine,0.083489,1,10,2
0.0,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,104.95344,1,1,3
0.00292975,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,105.28302,1,2,3
0.005859375,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,107.03047,1,3,3
0.01171875,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,108.090546,1,4,3
0.0234375,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,106.465996,1,5,3
0.046875,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,103.73553,1,6,3
0.09375,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,93.83573,1,7,3
0.1875,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,22.388227,1,8,3
0.375,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,8.236841,1,9,3
0.75,0.005859375,uM,uM,alvespimycinhydrochloride,tafenoquine,-0.002274,1,10,3
0.0,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,105.1188,1,1,4
0.00292975,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,108.08307,1,2,4
0.005859375,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,104.09061,1,3,4
0.01171875,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,106.72783,1,4,4
0.0234375,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,108.0881,1,5,4
0.046875,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,105.14937,1,6,4
0.09375,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,92.70703,1,7,4
0.1875,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,38.4083,1,8,4
0.375,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,11.793887,1,9,4
0.75,0.01171875,uM,uM,alvespimycinhydrochloride,tafenoquine,0.562293,1,10,4
0.0,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,104.62272,1,1,5
0.00292975,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,103.55066,1,2,5
0.005859375,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,106.81429,1,3,5
0.01171875,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,104.96848,1,4,5
0.0234375,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,101.68679,1,5,5
0.046875,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,101.46379,1,6,5
0.09375,0.0234375,uM,uM,alvespimycinhydrochloride,tafenoquine,94.59238,1,7,5
