AssayId,BlockId,Size,RowSid,RowName,RowTarget,ColSid,ColName,ColTarget,RowIC50,ColIC50,RowConcs,ColConcs,RowConcUnit,ColConcUnit
1603,1,10,NCGC00095235-01,"Artenimol","Antimalarial agents; Inhibtion of heme crystallization, redox disruption, SERCA, etc",NCGC00095235-01,"Artenimol","Antimalarial agents; Inhibtion of heme crystallization, redox disruption, SERCA, etc",0.001522,0.001045,"0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0","0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,4.880000000000001E-5,0.0",uM,uM
1603,2,10,NCGC00346484-01,"ZSTK-474","PI3K Inhibitor",NCGC00346681-01,"NVP-BGT226","PI3K Inhibitor",0.076456,1.01E-4,"0.375,0.1875,0.09375,0.046875,0.0234375,0.011718800000000001,0.005859400000000001,0.0029297000000000004,0.0014648000000000003,0.0","0.005000000000000001,0.0025000000000000005,0.0012500000000000002,6.250000000000001E-4,3.1250000000000006E-4,1.563E-4,7.81E-5,3.91E-5,1.95E-5,0.0",uM,uM
1603,3,10,NCGC00264106-01,"Clindamycin","Antibiotic, Protein synthesis (50S rRNA) inhibitor",NCGC00015256-13,"Chloroquine","antimalarial agents",0.03753,0.427039,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0","0.375,0.1875,0.09375,0.046875,0.0234375,0.011718800000000001,0.005859400000000001,0.0029297000000000004,0.0014648000000000003,0.0",uM,uM
1603,4,10,NCGC00013226-15,"Trifluoperazine hydrochloride","Nav1.4 (SkM1) Sodium Channel Blockers;Nav1.7 (PN1/hNE-Na) Sodium Channel Blockers",NCGC00015256-13,"Chloroquine","antimalarial agents",3.54958,0.348398,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0","0.375,0.1875,0.09375,0.046875,0.0234375,0.011718800000000001,0.005859400000000001,0.0029297000000000004,0.0014648000000000003,0.0",uM,uM
1603,5,10,NCGC00025060-16,"Methotrexate","Dihydrofolate Reductase (DHFR) Inhibitors",NCGC00095992-05,"Gramicidin","Antibacterial",0.027918,3.2E-5,"0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,9.766E-4,0.0","0.005000000000000001,0.0025000000000000005,0.0012500000000000002,6.250000000000001E-4,3.1250000000000006E-4,1.563E-4,7.81E-5,3.91E-5,1.95E-5,0.0",uM,uM
1603,6,10,NCGC00264111-01,"Genz-668764","unknown",NCGC00095992-05,"Gramicidin","Antibacterial",0.124264,4.7E-5,"0.375,0.1875,0.09375,0.046875,0.0234375,0.011718800000000001,0.005859400000000001,0.0029297000000000004,0.0014648000000000003,0.0","0.005000000000000001,0.0025000000000000005,0.0012500000000000002,6.250000000000001E-4,3.1250000000000006E-4,1.563E-4,7.81E-5,3.91E-5,1.95E-5,0.0",uM,uM
1603,7,10,NCGC00015096-11,"Amiodarone hydrochloride","Muscarinic M3 Receptor Ligand",NCGC00242441-02,"ML238","unknown",-9999.0,2.04E-4,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,8,10,NCGC00273480-01,"Febrifugine","inhibition of glutamyl-prolyl-tRNA synthetase (EPRS)",NCGC00346524-01,"Nanchangmycin","Polyether Antibiotic",0.001455,4.35E-4,"0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,4.880000000000001E-5,0.0","0.005000000000000001,0.0025000000000000005,0.0012500000000000002,6.250000000000001E-4,3.1250000000000006E-4,1.563E-4,7.81E-5,3.91E-5,1.95E-5,0.0",uM,uM
1603,9,10,NCGC00015147-09,"Benzamil","Epithelial Sodium Channels (ENaC) Blockers",NCGC00344515-02,"Piperaquine","antimalarial agents",97.55445,0.010071,"2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0097656,0.0","0.375,0.1875,0.09375,0.046875,0.0234375,0.011718800000000001,0.005859400000000001,0.0029297000000000004,0.0014648000000000003,0.0",uM,uM
1603,10,10,NCGC00015147-09,"Benzamil","Epithelial Sodium Channels (ENaC) Blockers",NCGC00246187-02,"Pyronaridine","antimalarial agents",4.859206,7.15E-4,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0","0.08750000000000001,0.043750000000000004,0.021875000000000002,0.010937500000000001,0.0054688,0.0027344,0.0013672,6.836E-4,3.418E-4,0.0",uM,uM
1603,11,10,NCGC00264106-01,"Clindamycin","Antibiotic, Protein synthesis (50S rRNA) inhibitor",NCGC00179250-04,"Halofantrine","antimalarial agents; possibly Inhibtion of heme crystallization/inhibition of plasmepsin",0.065265,6.4E-4,"0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,12,10,NCGC00264106-01,"Clindamycin","Antibiotic, Protein synthesis (50S rRNA) inhibitor",NCGC00167490-02,"Lumefantrine","antimalarial agents",0.014826,0.003057,"0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,13,10,NCGC00016627-04,"Lidoflazine","Ca channel blocker - benzhydryl class",NCGC00179250-04,"Halofantrine","antimalarial agents; possibly Inhibtion of heme crystallization/inhibition of plasmepsin",7.955045,5.08E-4,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,14,10,NCGC00016627-04,"Lidoflazine","Ca channel blocker - benzhydryl class",NCGC00167490-02,"Lumefantrine","antimalarial agents",10.457558,0.002889,"5.0,2.5,1.25,0.625,0.3125,0.15625,0.078125,0.0390625,0.0195313,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,15,10,NCGC00345447-02,"3-Methyladenine","PI3K Inhibitor",NCGC00179250-04,"Halofantrine","antimalarial agents; possibly Inhibtion of heme crystallization/inhibition of plasmepsin",5.48E-4,4.29E-4,"0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,16,10,NCGC00345447-02,"3-Methyladenine","PI3K Inhibitor",NCGC00167490-02,"Lumefantrine","antimalarial agents",-9999.0,0.004016,"0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,0.0","0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0",uM,uM
1603,17,10,NCGC00250408-01,"GSK-2126458","PI3Kalpha/beta/delta/gamma Inhibitor",NCGC00015256-13,"Chloroquine","antimalarial agents",0.008458,0.111248,"0.025,0.0125,0.00625,0.003125,0.0015625,7.813000000000001E-4,3.9060000000000006E-4,1.9530000000000003E-4,9.77E-5,0.0","0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,9.766E-4,4.883E-4,0.0",uM,uM
1603,18,10,NCGC00346681-01,"NVP-BGT226","PI3K Inhibitor",NCGC00015256-13,"Chloroquine","antimalarial agents",8.74E-4,0.146976,"0.005000000000000001,0.0025000000000000005,0.0012500000000000002,6.250000000000001E-4,3.1250000000000006E-4,1.563E-4,7.81E-5,3.91E-5,1.95E-5,0.0","0.125,0.0625,0.03125,0.015625,0.0078125,0.003906300000000001,0.0019531000000000001,9.766E-4,4.883E-4,0.0",uM,uM
